item_type,item_text,rank,matched_testcase_id,similarity_score,matched_testcase_text
flow,flow 1: avvio app -> utente registrato con successo al servizio? -> utente registrato con successo al servizio? -> avvio app,4,TC-AddVehicle-002,0.7470495700836182,"test case id: tc-addvehicle-002 title: add vehicle from dataset module: addvehicle source pages: 1 preconditions: application is running. test data: - vehicle type: car - number of doors: 4 - color: red - registration number: abc123 test steps: 1. launch the application. 2. click on ""aggiungere veicolo"". 3. click on ""cerca il veicolo del dataset"". 4. enter ""abc123"" as the registration number. 5. verify that the vehicle is found in the dataset. 6. click on ""selezione e aggiungere il veicolo"". expected result: the vehicle should be selected and added to the list."
flow,flow 1: avvio app -> utente registrato con successo al servizio? -> utente registrato con successo al servizio? -> avvio app,5,TC-Statistics-005,0.7459760904312134,"test case id: tc-statistics-005 title: access statistical pages with valid input module: statistics source pages: 3 preconditions: application is running. test data: - list of vowels: a, e, i, o, u test steps: 1. launch the application. 2. click on ""accesso pagina impostazioni"". 3. click on ""visualizza le impostazioni"". 4. click on ""modifica lista dei vocali"". 5. change the list of vowels to: a, e, i, o, u. 6. click on ""accesso pagina statistiche"". expected result: the user should be able to access the statistical pages after modifying the settings with valid input."
flow,flow 1: avvio app -> utente registrato con successo al servizio? -> utente registrato con successo al servizio? -> avvio app,6,TC-Statistics-006,0.7401452660560608,"test case id: tc-statistics-006 title: access statistical pages with no changes module: statistics source pages: 3 preconditions: application is running. test data: - list of vowels: a, e, i, o, u test steps: 1. launch the application. 2. click on ""accesso pagina impostazioni"". 3. click on ""visualizza le impostazioni"". 4. click on ""modifica lista dei vocali"". 5. do not change the list of vowels. 6. click on ""accesso pagina statistiche"". expected result: the user should be able to access the statistical pages without any changes being made to the list of vowels."
flow,flow 1: avvio app -> utente registrato con successo al servizio? -> utente registrato con successo al servizio? -> avvio app,7,TC-AddVehicle-001,0.7384682893753052,"test case id: tc-addvehicle-001 title: add vehicle manually module: addvehicle source pages: 1 preconditions: application is running. test data: - vehicle type: car - number of doors: 4 - color: red - registration number: abc123 test steps: 1. launch the application. 2. click on ""aggiungere veicolo"". 3. click on ""inserisci il veicolo manuale/porte"". 4. enter ""car"" as the vehicle type. 5. enter ""4"" as the number of doors. 6. enter ""red"" as the color. 7. enter ""abc123"" as the registration number. 8. click on ""cerca il veicolo del dataset"". 9. verify that the vehicle is not found in the dataset. 10. click on ""selezione e aggiungere il veicolo"". expected result: the vehicle should be added successfully and displayed in the list."
flow,flow 1: avvio app -> utente registrato con successo al servizio? -> utente registrato con successo al servizio? -> avvio app,8,TC-Statistics-007,0.7378737330436707,"test case id: tc-statistics-007 title: access statistical pages with multiple changes module: statistics source pages: 3 preconditions: application is running. test data: - list of vowels: a, e, i, o, u test steps: 1. launch the application. 2. click on ""accesso pagina impostazioni"". 3. click on ""visualizza le impostazioni"". 4. click on ""modifica lista dei vocali"". 5. change the list of vowels to: a, e, i, o, u, y. 6. click on ""accesso pagina statistiche"". expected result: the user should be able to access the statistical pages after making multiple changes to the list of vowels."
flow,flow 1: avvio app -> utente registrato con successo al servizio? -> utente registrato con successo al servizio? -> avvio app,9,TC-Statistics-012,0.7344785928726196,"test case id: tc-statistics-012 title: access statistical pages with valid vowel list module: statistics source pages: 3 preconditions: application is running. test data: - list of vowels: a, e, i, o, u test steps: 1. launch the application. 2. click on ""accesso pagina impostazioni"". 3. click on ""visualizza le impostazioni"". 4. click on ""modifica lista dei vocali"". 5. change the list of vowels to: a, e, i, o, u. 6. click on ""accesso pagina statistiche"". expected result: the user should be"
flow,flow 1: avvio app -> utente registrato con successo al servizio? -> utente registrato con successo al servizio? -> avvio app,10,TC-Statistics-002,0.731198251247406,"test case id: tc-statistics-002 title: access statistical pages after modifying settings module: statistics source pages: 3 preconditions: application is running. test data: - list of vowels: a, e, i, o, u test steps: 1. launch the application. 2. click on ""accesso pagina impostazioni"". 3. click on ""visualizza le impostazioni"". 4. click on ""modifica lista dei vocali"". 5. change the list of vowels to: a, e, i, o, u, y. 6. click on ""accesso pagina statistiche"". expected result: the user should be able to access the statistical pages after modifying the settings."
flow,flow 1: avvio app -> utente registrato con successo al servizio? -> utente registrato con successo al servizio? -> avvio app,11,TC-Settings-001,0.7300606966018677,"test case id: tc-settings-001 title: access and modify settings module: settings source pages: 3 preconditions: application is running. test data: - list of vowels: a, e, i, o, u test steps: 1. launch the application. 2. click on ""accesso pagina impostazioni"". 3. click on ""visualizza le impostazioni"". 4. click on ""modifica lista dei vocali"". 5. change the list of vowels to: a, e, i, o, u, y. 6. click on ""accesso pagina statistiche"". expected result: the list of vowels should be modified successfully and the user should be able to access the statistical pages."
flow,flow 1: avvio app -> utente registrato con successo al servizio? -> utente registrato con successo al servizio? -> avvio app,12,TC-Statistics-008,0.7250609397888184,"test case id: tc-statistics-008 title: access statistical pages with no changes to vowels module: statistics source pages: 3 preconditions: application is running. test data: - list of vowels: a, e, i, o, u test steps: 1. launch the application. 2. click on ""accesso pagina impostazioni"". 3. click on ""visualizza le impostazioni"". 4. click on ""modifica lista dei vocali"". 5. do not change the list of vowels. 6. click on ""accesso pagina statistiche"". expected result: the user should be able to access the statistical pages without any changes being made to the list of vowels."
flow,flow 1: avvio app -> utente registrato con successo al servizio? -> utente registrato con successo al servizio? -> avvio app,13,TC-Statistics-003,0.7224929332733154,"test case id: tc-statistics-003 title: access statistical pages with empty list module: statistics source pages: 3 preconditions: application is running. test data: - list of vowels: test steps: 1. launch the application. 2. click on ""accesso pagina impostazioni"". 3. click on ""visualizza le impostazioni"". 4. click on ""modifica lista dei vocali"". 5. change the list of vowels to: . 6. click on ""accesso pagina statistiche"". expected result: the system should display an error message indicating that the list of vowels cannot be empty."
